Listing Title,Area,Distances to Railway Stations,Building Age,Stories Tall,Floor,Price,Administrative Costs,Deposit,Gratuity,Rooms,Square Meters,Links to Listing
セントラルＡ,千葉県市川市曽谷５,北総線/秋山駅 歩32分,築31年,2階建,2階,7.8万円,-,15.6万円,7.8万円,3DK,49.68m,https://suumo.jp/chintai/jnc_000029167256/?bc=100104588518
セントラルＡ,千葉県市川市曽谷５,北総線/秋山駅 歩32分,築31年,2階建,2階,7.8万円,-,15.6万円,7.8万円,3DK,49.68m,https://suumo.jp/chintai/jnc_000029167257/?bc=100104588386
セントラルＡ,千葉県市川市曽谷５,北総線/秋山駅 歩32分,築31年,2階建,2階,7.8万円,-,15.6万円,7.8万円,3DK,49.68m,https://suumo.jp/chintai/jnc_000029167258/?bc=100104588578
大沢所有　貫井南町貸家,東京都小金井市貫井南町２,"ＪＲ中央線/武蔵小金井駅 歩21分,ＪＲ中央線/国分寺駅 歩25分,京王線/府中駅 歩29分",築42年,平屋,1階,7.9万円,-,7.9万円,7.9万円,3K,46.8m,https://suumo.jp/chintai/jnc_000055085400/?bc=100183997594
京王線 仙川駅 3階建 築40年,東京都世田谷区北烏山８,京王線/仙川駅 歩24分,築40年,3階建,2階,8万円,-,8万円,-,2DK,41.31m,https://suumo.jp/chintai/jnc_000045537396/?bc=100183907737
東京セントラル荻窪,東京都杉並区桃井１,"ＪＲ総武線/荻窪駅 歩11分,ＪＲ総武線/西荻窪駅 歩21分,西武新宿線/井荻駅 歩22分",築54年,5階建,3階,8.4万円,-,8.4万円,4.2万円,1DK,31.4m,https://suumo.jp/chintai/jnc_000054545835/?bc=100183862468
ＪＲ京浜東北線 蕨駅 2階建 築42年,埼玉県川口市芝富士１,ＪＲ京浜東北線/蕨駅 歩21分,築42年,2階建,1-2階,8.8万円,-,8.8万円,-,3DK,59.22m,https://suumo.jp/chintai/jnc_000049178766/?bc=100177348431
上祖師谷マンション,東京都世田谷区上祖師谷６,"京王線/千歳烏山駅 歩19分,京王線/仙川駅 歩16分",築45年,3階建,1階,8.9万円,-,8.9万円,8.9万円,2DK,40.5m,https://suumo.jp/chintai/jnc_000033801902/?bc=100126802915
ＪＲ中央線 吉祥寺駅 2階建 築39年,東京都杉並区善福寺４,"ＪＲ中央線/吉祥寺駅 歩24分,西武新宿線/上石神井駅 歩15分,西武新宿線/武蔵関駅 歩21分",築39年,2階建,1階,9.5万円,4000円,9.5万円,-,1LDK,34.78m,https://suumo.jp/chintai/jnc_000046521221/?bc=100183944449
西武池袋線 保谷駅 2階建 築49年,東京都西東京市下保谷１,"西武池袋線/保谷駅 歩6分,西武池袋線/ひばりヶ丘駅 歩21分,西武新宿線/東伏見駅 歩30分",築49年,2階建,1-2階,11.5万円,-,11.5万円,-,4SK,76.03m,https://suumo.jp/chintai/jnc_000055045758/?bc=100183987067
長者丸ハイツ旧館,東京都品川区上大崎２,"ＪＲ山手線/目黒駅 歩12分,ＪＲ山手線/恵比寿駅 歩14分,東京メトロ南北線/白金台駅 歩15分",築52年,4階建,4階,11.2万円,3000円,11.2万円,11.2万円,2DK,41.98m,https://suumo.jp/chintai/jnc_000054466901/?bc=100183915477
京王線 仙川駅 2階建 築49年,東京都三鷹市中原１,"京王線/仙川駅 歩12分,京王線/つつじヶ丘駅 歩12分,京王線/千歳烏山駅 歩32分",築49年,2階建,2階,18万円,-,36万円,18万円,3LDK,77.01m,https://suumo.jp/chintai/jnc_000055039584/?bc=100183857464
テラス前川,東京都武蔵野市境南町２,"ＪＲ中央線/武蔵境駅 歩9分,ＪＲ中央線/東小金井駅 歩20分,西武多摩川線/新小金井駅 歩25分",築36年,2階建,2階,5.2万円,-,-,-,ワンルーム,18.63m,https://suumo.jp/chintai/jnc_000051661649/?bc=100167452315
エメラルド茂原,千葉県茂原市下永吉,ＪＲ外房線/茂原駅 歩34分,築30年,2階建,2階,1.8万円,3000円,-,-,1K,19.8m,https://suumo.jp/chintai/jnc_000041313806/?bc=100173139543
わかおハイツ３,東京都練馬区三原台２,西武池袋線/石神井公園駅 歩20分,築43年,2階建,2階,5.4万円,-,5.4万円,-,1K,19.8m,https://suumo.jp/chintai/jnc_000047719596/?bc=100150074796
桜木ハイリビング弐番館,千葉県千葉市若葉区桜木２,千葉都市モノレール/桜木駅 バス15分 (バス停)加曽利中入口 歩19分,築31年,4階建,2階,2.3万円,3000円,-,-,1K,18.63m,https://suumo.jp/chintai/jnc_000051372954/?bc=100165525310
京王新線 幡ヶ谷駅 2階建 築54年,東京都渋谷区西原２,"京王新線/幡ヶ谷駅 歩9分,小田急線/代々木上原駅 歩7分,小田急線/代々木八幡駅 歩15分",築54年,2階建,2階,5.5万円,-,5.5万円,5.5万円,ワンルーム,21.48m,https://suumo.jp/chintai/jnc_000040120345/?bc=100120722000
ＪＲ総武線 西船橋駅 2階建 築32年,千葉県市川市鬼高２,"ＪＲ総武線/西船橋駅 歩30分,ＪＲ総武線/下総中山駅 歩8分,東京メトロ東西線/原木中山駅 歩17分",築32年,2階建,2階,5.6万円,3000円,11.2万円,-,2DK,33.12m,https://suumo.jp/chintai/jnc_000055144822/?bc=100184253256
木梨荘,東京都昭島市宮沢町,"ＪＲ青梅線/中神駅 歩7分,ＪＲ青梅線/昭島駅 歩15分,ＪＲ青梅線/東中神駅 歩17分",築57年,2階建,1階,2.4万円,1200円,2.4万円,2.4万円,ワンルーム,13m,https://suumo.jp/chintai/jnc_000018813907/?bc=100143233566
第２トキワ荘,東京都調布市布田２,"京王線/布田駅 歩5分,京王線/調布駅 歩12分,京王線/国領駅 歩13分",築58年,2階建,2階,3.6万円,-,3.6万円,3.6万円,2K,25m,https://suumo.jp/chintai/jnc_000036529398/?bc=100183662083
三樹ハイツ上中居,群馬県高崎市上中居町,"ＪＲ高崎線/高崎駅 歩30分,ＪＲ高崎線/倉賀野駅 歩32分,上信電鉄/南高崎駅 歩24分",築34年,2階建,1階,2.7万円,-,-,-,1K,22.7m,https://suumo.jp/chintai/jnc_000054118664/?bc=100183870426
大東コーポ,埼玉県川口市大字大竹,"ＪＲ京浜東北線/川口駅 バス25分 (バス停)大竹 歩4分,東武伊勢崎線/草加駅 バス25分 (バス停)大竹 歩4分",築35年,2階建,2階,4.7万円,3000円,-,-,2DK,34.99m,https://suumo.jp/chintai/jnc_000050081722/?bc=100160826065
大東コーポ,埼玉県川口市大字大竹,"ＪＲ京浜東北線/川口駅 バス25分 (バス停)大竹 歩4分,東武伊勢崎線/草加駅 バス25分 (バス停)大竹 歩4分",築35年,2階建,2階,4.7万円,3000円,-,-,2DK,34.99m,https://suumo.jp/chintai/jnc_000041039401/?bc=100124288219
大東コーポ,埼玉県川口市大字大竹,"ＪＲ京浜東北線/川口駅 バス25分 (バス停)大竹 歩4分,東武伊勢崎線/草加駅 バス25分 (バス停)大竹 歩4分",築35年,2階建,2階,4.7万円,3000円,-,-,2DK,34.99m,https://suumo.jp/chintai/jnc_000028714176/?bc=100104451771
ＪＲ宇都宮線 宇都宮駅 2階建 築35年,栃木県宇都宮市上横田町,"ＪＲ宇都宮線/宇都宮駅 バス23分 (バス停)横川西小学校前 歩4分,東武宇都宮線/東武宇都宮駅 バス15分 (バス停)横川西小学校前 歩4分,ＪＲ日光線/宇都宮駅 バス23分 (バス停)横川西小学校前 歩4分",築35年,2階建,1階,4万円,1000円,4万円,-,2DK,32.63m,https://suumo.jp/chintai/jnc_000051541261/?bc=100184220173
小和田新倉貸家,神奈川県茅ヶ崎市小和田２,"ＪＲ東海道本線/辻堂駅 歩16分,ＪＲ相模線/北茅ヶ崎駅 歩35分,ＪＲ東海道本線/茅ヶ崎駅 歩39分",築46年,平屋,1階,6.5万円,-,13万円,-,2K,33.05m,https://suumo.jp/chintai/jnc_000055147386/?bc=100184263943
清水アパート,東京都三鷹市井口４,"ＪＲ中央線/東小金井駅 歩23分,ＪＲ中央線/武蔵境駅 歩31分,ＪＲ中央線/三鷹駅 歩49分",築39年,2階建,2階,6.5万円,2000円,6.5万円,6.5万円,2K,34.78m,https://suumo.jp/chintai/jnc_000055146742/?bc=100184259950
杉崎ビル,神奈川県川崎市中原区上平間,"ＪＲ南武線/平間駅 歩13分,ＪＲ南武線/鹿島田駅 歩13分,ＪＲ横須賀線/新川崎駅 歩18分",築49年,4階建,3階,7万円,-,7万円,7万円,2DK,33.14m,https://suumo.jp/chintai/jnc_000050440458/?bc=100184175963
杉崎ビル,神奈川県川崎市中原区上平間,"ＪＲ南武線/平間駅 歩13分,ＪＲ南武線/鹿島田駅 歩13分,ＪＲ横須賀線/新川崎駅 歩18分",築49年,4階建,3階,8万円,-,8万円,8万円,2DK,37.26m,https://suumo.jp/chintai/jnc_000050440459/?bc=100184175947
寿コーポ,東京都三鷹市下連雀６,"ＪＲ総武線/三鷹駅 歩24分,京王井の頭線/井の頭公園駅 歩25分,ＪＲ中央線/吉祥寺駅 歩26分",築39年,2階建,2階,6.9万円,1000円,6.9万円,6.9万円,1DK,30.33m,https://suumo.jp/chintai/jnc_000052246001/?bc=100183517110
渡辺ビル,東京都港区南麻布２,"東京メトロ南北線/麻布十番駅 歩9分,東京メトロ南北線/白金高輪駅 歩9分,都営大江戸線/赤羽橋駅 歩18分",築54年,6階建,4階,7万円,-,7万円,7万円,1K,19.8m,https://suumo.jp/chintai/jnc_000050240846/?bc=100182476796
ネクストドア,栃木県宇都宮市陽東３,"ＪＲ宇都宮線/宇都宮駅 歩34分,東野交通/松ヶ丘団地 歩3分",築29年,2階建,1階,6.5万円,15000円,-,6.5万円,ワンルーム,20.27m,https://suumo.jp/chintai/jnc_000052769568/?bc=100173966997
オレンジハイツ,東京都三鷹市下連雀８,"ＪＲ中央線/三鷹駅 歩27分,ＪＲ中央線/吉祥寺駅 歩34分,京王井の頭線/井の頭公園駅 歩32分",築34年,4階建,4階,11万円,8000円,11万円,-,3DK,52.56m,https://suumo.jp/chintai/jnc_000053005166/?bc=100183517461
松本荘_201号,東京都江戸川区松本１,"ＪＲ総武線/新小岩駅 歩26分,ＪＲ総武線/小岩駅 歩30分,都営新宿線/篠崎駅 バス16分 (バス停)松本弁天 歩3分",築36年,2階建,2階,6.3万円,2000円,12.6万円,6.3万円,2K,29.75m,https://suumo.jp/chintai/jnc_000053288598/?bc=100166016949
サンパレス青戸,東京都葛飾区青戸８,"ＪＲ常磐線/亀有駅 歩18分,京成本線/青砥駅 歩15分,京成本線/京成高砂駅 歩28分",築45年,9階建,2階,6.4万円,5500円,-,6.4万円,1LDK,40.53m,https://suumo.jp/chintai/jnc_000054647877/?bc=100184184114
ＪＲ山手線 日暮里駅 2階建 築53年,東京都荒川区西日暮里１,"ＪＲ山手線/日暮里駅 歩10分,京成本線/新三河島駅 歩4分,ＪＲ常磐線/三河島駅 歩7分",築53年,2階建,1階,7万円,2000円,3.5万円,7万円,1K,24.84m,https://suumo.jp/chintai/jnc_000054988059/?bc=100183895434
MGエステート大森弐番館,東京都大田区大森西２,"京急本線/平和島駅 歩9分,京急本線/大森町駅 歩12分,京急本線/梅屋敷駅 歩17分",築54年,4階建,4階,9.2万円,3000円,9.2万円,9.2万円,1LDK,37.28m,https://suumo.jp/chintai/jnc_000055024676/?bc=100183753587
西武池袋線 大泉学園駅 5階建 築16年,東京都練馬区大泉学園町７,西武池袋線/大泉学園駅 バス10分 (バス停)都民農園 歩37分,築16年,5階建,2階,9万円,6000円,9万円,-,1LDK,48.2m,https://suumo.jp/chintai/jnc_000013509131/?bc=100184251608
西武池袋線 大泉学園駅 5階建 築16年,東京都練馬区大泉学園町７,西武池袋線/大泉学園駅 バス10分 (バス停)都民農園 歩37分,築16年,5階建,2階,11.5万円,6000円,11.5万円,-,2LDK,56.7m,https://suumo.jp/chintai/jnc_000055146366/?bc=100184251611
ＪＲ山手線 池袋駅 3階建 築47年,東京都豊島区池袋本町１,"ＪＲ山手線/池袋駅 歩15分,東武東上線/北池袋駅 歩5分,ＪＲ埼京線/板橋駅 歩13分",築47年,3階建,1階,9.9万円,-,-,-,2DK,35.64m,https://suumo.jp/chintai/jnc_000049588241/?bc=100166245856
ＪＲ中央線 吉祥寺駅 3階建 築49年,東京都武蔵野市吉祥寺南町４,"ＪＲ中央線/吉祥寺駅 歩13分,京王井の頭線/井の頭公園駅 歩14分,京王井の頭線/三鷹台駅 歩16分",築49年,3階建,2階,10.8万円,-,10.8万円,10.8万円,2DK,50m,https://suumo.jp/chintai/jnc_000023312549/?bc=100184180588
秀和第一南平台レジデンス,東京都渋谷区南平台町,"ＪＲ山手線/渋谷駅 歩12分,京王井の頭線/神泉駅 歩9分",築51年,7階建,1階,15.8万円,5000円,15.8万円,15.8万円,1K,46.81m,https://suumo.jp/chintai/jnc_000054163080/?bc=100180417202
グリーンライン 北山田駅 2階建 築32年,神奈川県川崎市宮前区西野川２,"グリーンライン/北山田駅 歩29分,東急田園都市線/鷺沼駅 バス20分 (バス停)野川台 歩3分,ＪＲ南武線/武蔵中原駅 バス20分 (バス停)野川台 歩3分",築32年,2階建,-,17.5万円,-,35万円,-,3SLDK,114m,https://suumo.jp/chintai/jnc_000055139724/?bc=100184236393
朝日マンション,茨城県水戸市元台町,"ＪＲ常磐線/水戸駅 歩29分,ＪＲ常磐線/偕楽園駅 歩49分,ＪＲ水郡線/常陸青柳駅 歩45分",築35年,3階建,2階,2.9万円,2000円,-,-,1K,24.3m,https://suumo.jp/chintai/jnc_000054971812/?bc=100079818239
東武東上線 志木駅 2階建 築44年,埼玉県新座市新座１,"東武東上線/志木駅 歩19分,東武東上線/柳瀬川駅 歩19分,ＪＲ武蔵野線/新座駅 歩26分",築44年,2階建,2階,2.5万円,-,2.5万円,2.5万円,1K,17.3m,https://suumo.jp/chintai/jnc_000054065451/?bc=100183507314
東武東上線 志木駅 2階建 築44年,埼玉県新座市新座１,"東武東上線/志木駅 歩19分,東武東上線/柳瀬川駅 歩19分,ＪＲ武蔵野線/新座駅 歩26分",築44年,2階建,2階,3万円,-,3万円,3万円,2K,22.3m,https://suumo.jp/chintai/jnc_000054964342/?bc=100183507317
ＪＲ埼京線 南与野駅 2階建 築32年,埼玉県さいたま市桜区栄和６,ＪＲ埼京線/南与野駅 歩32分,築32年,2階建,1階,3万円,-,-,-,1K,16m,https://suumo.jp/chintai/jnc_000055096423/?bc=100184043453
Ｌｅ・Ｌｉｏｎ御茶園,茨城県水戸市千波町,ＪＲ常磐線/水戸駅 歩33分,築31年,2階建,2階,3万円,2000円,-,-,1K,23.77m,https://suumo.jp/chintai/jnc_000055096174/?bc=100184053053
ＵＲ滝山,東京都東久留米市滝山６,"西武新宿線/花小金井駅 バス10分 (バス停)団地センター 歩1分,西武池袋線/東久留米駅 バス20分 (バス停)団地センター 歩1分,西武新宿線/小平駅 歩31分",築52年,5階建,5階,6.25万円,2900円,12.5万円,-,3K,45.81m,https://suumo.jp/chintai/jnc_000054974177/?bc=100183527046
コーポ17,東京都新宿区西新宿５,"都営大江戸線/西新宿五丁目駅 歩3分,東京メトロ丸ノ内線/中野坂上駅 歩10分,ＪＲ山手線/新宿駅 歩22分",築59年,2階建,2階,6.2万円,8000円,-,-,ワンルーム,12.5m,https://suumo.jp/chintai/jnc_000030188465/?bc=100184055977
東栄ハイツ　Ａ,栃木県宇都宮市石井町,ＪＲ宇都宮線/宇都宮駅 バス20分 (バス停)工学部前 歩10分,築35年,2階建,2階,3万円,-,-,-,1DK,27.08m,https://suumo.jp/chintai/jnc_000038816141/?bc=100183871802
ＪＲ宇都宮線 宇都宮駅 2階建 築29年,栃木県宇都宮市清原台４,ＪＲ宇都宮線/宇都宮駅 車35分(13.0km),築29年,2階建,2階,3万円,-,3万円,-,1K,26.44m,https://suumo.jp/chintai/jnc_000050354772/?bc=100183987672
ＪＲ総武線 稲毛駅 2階建 築50年,千葉県千葉市稲毛区小仲台４,"ＪＲ総武線/稲毛駅 歩14分,千葉都市モノレール/穴川駅 歩12分",築50年,2階建,2階,3万円,2000円,3万円,-,1K,17.5m,https://suumo.jp/chintai/jnc_000053705003/?bc=100177607263
ＪＲ総武線 稲毛駅 2階建 築50年,千葉県千葉市稲毛区小仲台４,"ＪＲ総武線/稲毛駅 歩14分,千葉都市モノレール/穴川駅 歩12分",築50年,2階建,2階,3.2万円,2000円,3.2万円,-,1K,17.5m,https://suumo.jp/chintai/jnc_000053705004/?bc=100177607264
カーネリアンA,栃木県宇都宮市宝木町２,"東武宇都宮線/東武宇都宮駅 歩60分,ＪＲ宇都宮線/宇都宮駅 歩77分,東武宇都宮線/南宇都宮駅 歩76分",新築,2階建,1階,6.7万円,3500円,-,-,2LDK,54.89m,https://suumo.jp/chintai/jnc_000054671677/?bc=100183922199
カーネリアンA,栃木県宇都宮市宝木町２,"東武宇都宮線/東武宇都宮駅 歩60分,ＪＲ宇都宮線/宇都宮駅 歩77分,東武宇都宮線/南宇都宮駅 歩76分",新築,2階建,1階,6.7万円,3500円,-,-,2LDK,54.89m,https://suumo.jp/chintai/jnc_000054671676/?bc=100183923059
カーネリアンA,栃木県宇都宮市宝木町２,"東武宇都宮線/東武宇都宮駅 歩60分,ＪＲ宇都宮線/宇都宮駅 歩77分,東武宇都宮線/南宇都宮駅 歩76分",新築,2階建,1階,6.9万円,3500円,-,-,2LDK,55.09m,https://suumo.jp/chintai/jnc_000054671675/?bc=100183920922
カーネリアンB,栃木県宇都宮市宝木町２,"東武宇都宮線/東武宇都宮駅 歩60分,ＪＲ宇都宮線/宇都宮駅 歩77分,東武宇都宮線/南宇都宮駅 歩76分",新築,2階建,1階,6.7万円,3500円,-,-,2LDK,54.84m,https://suumo.jp/chintai/jnc_000054671680/?bc=100183925589
カーネリアンB,栃木県宇都宮市宝木町２,"東武宇都宮線/東武宇都宮駅 歩60分,ＪＲ宇都宮線/宇都宮駅 歩77分,東武宇都宮線/南宇都宮駅 歩76分",新築,2階建,1階,6.9万円,3500円,-,-,2LDK,55.09m,https://suumo.jp/chintai/jnc_000054671679/?bc=100183923702
カーネリアンB,栃木県宇都宮市宝木町２,"東武宇都宮線/東武宇都宮駅 歩60分,ＪＲ宇都宮線/宇都宮駅 歩77分,東武宇都宮線/南宇都宮駅 歩76分",新築,2階建,1階,6.9万円,3500円,-,-,2LDK,55.09m,https://suumo.jp/chintai/jnc_000054671682/?bc=100183925079
千草ハイツIII,神奈川県大和市西鶴間４,"小田急江ノ島線/鶴間駅 歩8分,相鉄本線/相模大塚駅 歩27分,相鉄本線/大和駅 歩30分",築56年,1階建,1階,3.2万円,3000円,-,-,1K,18.98m,https://suumo.jp/chintai/jnc_000054018839/?bc=100183613901
油縄子第１ハイツ,茨城県日立市鮎川町６,"ＪＲ常磐線/常陸多賀駅 歩29分,ＪＲ常磐線/日立駅 歩52分,ＪＲ常磐線/大甕駅 歩93分",築35年,2階建,1階,3.2万円,-,-,-,1K,23.18m,https://suumo.jp/chintai/jnc_000055061674/?bc=100183915814
安藤邸貸家,千葉県千葉市若葉区高品町,"ＪＲ総武線快速/千葉駅 バス9分 (バス停)高品 歩5分,ＪＲ総武本線/東千葉駅 バス5分 (バス停)高品 歩6分,ＪＲ総武本線/都賀駅 バス10分 (バス停)高品 歩1分",築50年,平屋,1階,4.3万円,-,-,-,2K,33.05m,https://suumo.jp/chintai/jnc_000013254135/?bc=100183563244
ＮＥＷ　ＷＩＮＧ　ＨＡＮＤＡ,栃木県宇都宮市野沢町,"ＪＲ宇都宮線/宇都宮駅 バス38分 (バス停)野沢寺前 歩2分,東武宇都宮線/南宇都宮駅 車19分(8.5km)",築24年,2階建,2階,3.3万円,1000円,3.3万円,-,ワンルーム,28.15m,https://suumo.jp/chintai/jnc_000054971965/?bc=100183759733
ＪＲ常磐線 大甕駅 2階建 築30年,茨城県日立市南高野町１,"ＪＲ常磐線/大甕駅 歩34分,ＪＲ常磐線/東海駅 車10分(6.0km),ＪＲ常磐線/常陸多賀駅 車11分(6.5km)",築30年,2階建,1階,3.3万円,1500円,-,-,1DK,40m,https://suumo.jp/chintai/jnc_000051305155/?bc=100008352952
ドミールモリス,千葉県市川市曽谷３,"ＪＲ総武線/本八幡駅 バス15分 (バス停)宮久保坂上 歩14分,ＪＲ総武線/市川駅 バス20分 (バス停)曽谷公民館 歩1分,京成本線/市川真間駅 バス17分 (バス停)曽谷公民館 歩1分",築36年,2階建,1階,3.3万円,3000円,-,-,ワンルーム,17m,https://suumo.jp/chintai/jnc_000050969217/?bc=100183912125
メゾンド１０３,東京都板橋区成増２,"東京メトロ有楽町線/地下鉄成増駅 歩5分,東武東上線/成増駅 歩8分,東京メトロ副都心線/地下鉄赤塚駅 歩23分",築59年,2階建,2階,4.3万円,2000円,4.3万円,-,ワンルーム,17.82m,https://suumo.jp/chintai/jnc_000031790823/?bc=100183745520
ヴィラフレグランス,群馬県伊勢崎市ひろせ町,"東武伊勢崎線/新伊勢崎駅 歩30分,東武伊勢崎線/剛志駅 歩36分,東武伊勢崎線/伊勢崎駅 歩46分",築33年,2階建,2階,3.5万円,3000円,-,-,2DK,35.51m,https://suumo.jp/chintai/jnc_000054964067/?bc=100061156308
ＹＫハイツ,栃木県宇都宮市下川俣町,"ＪＲ宇都宮線/岡本駅 歩45分,ＪＲ宇都宮線/宇都宮駅 歩51分",築19年,2階建,2階,3.5万円,-,3.5万円,-,1K,22.28m,https://suumo.jp/chintai/jnc_000043714410/?bc=100131900451
光荘,東京都町田市忠生１,小田急線/町田駅 バス15分 (バス停)忠生３丁目 歩2分,築46年,2階建,2階,3.5万円,2000円,3.5万円,-,2K,27.3m,https://suumo.jp/chintai/jnc_000013606894/?bc=100161000353
光荘,東京都町田市忠生１,小田急線/町田駅 バス15分 (バス停)忠生３丁目 歩2分,築46年,2階建,2階,3.6万円,2000円,3.6万円,-,2K,27.3m,https://suumo.jp/chintai/jnc_000055017873/?bc=100130480746
グリーンヴィラD,群馬県前橋市荒牧町,"ＪＲ上越線/群馬総社駅 歩42分,ＪＲ上越線/八木原駅 歩76分,上毛電鉄/中央前橋駅 歩66分",築22年,2階建,2階,3.6万円,-,2.5万円,-,1K,27m,https://suumo.jp/chintai/jnc_000055032376/?bc=100183767242
コスモ前橋昭和町,群馬県前橋市昭和町２,"ＪＲ両毛線/前橋駅 歩35分,上毛電鉄/中央前橋駅 歩24分,ＪＲ両毛線/新前橋駅 歩47分",築29年,6階建,2階,3.6万円,-,-,-,1K,21.5m,https://suumo.jp/chintai/jnc_000055049704/?bc=100158844720
厚崎ハイツ,栃木県那須塩原市豊浦町,ＪＲ東北本線/黒磯駅 歩40分,築23年,3階建,2階,3.6万円,3000円,7.2万円,-,2DK,41.18m,https://suumo.jp/chintai/jnc_000027565656/?bc=100183939697
レオパレスラ・グラシューズ,栃木県小山市大字雨ケ谷新田,ＪＲ宇都宮線/小山駅 歩42分,築22年,2階建,1階,3.6万円,3500円,-,-,1K,23.18m,https://suumo.jp/chintai/jnc_000054677165/?bc=100183759930
戸川貸家,神奈川県秦野市戸川,小田急小田原線/渋沢駅 バス13分 (バス停)戸沢入口 歩3分,築44年,平屋,1-1階,5.8万円,2000円,11.6万円,-,2LDK,63.07m,https://suumo.jp/chintai/jnc_000030341590/?bc=100179434474
小田急多摩線 唐木田駅 3階建 築36年,東京都多摩市南野３,"小田急多摩線/唐木田駅 歩26分,京王相模原線/京王多摩センター駅 歩30分,京王相模原線/京王堀之内駅 バス17分 (バス停)恵泉女学園大学入口 歩15分",築36年,3階建,1階,2.9万円,3000円,-,-,ワンルーム,17.5m,https://suumo.jp/chintai/jnc_000044103427/?bc=100184229466
飛鳥荘,千葉県千葉市中央区大巌寺町,"京成千原線/大森台駅 歩15分,ＪＲ京葉線/蘇我駅 歩20分,京成千原線/学園前駅 歩32分",築38年,2階建,2階,3.7万円,1000円,3.7万円,-,1K,20m,https://suumo.jp/chintai/jnc_000055096788/?bc=100164478677
チアフル陽光ハイツ,群馬県藤岡市中,"ＪＲ八高線/北藤岡駅 歩32分,ＪＲ八高線/群馬藤岡駅 歩44分,上信電鉄/山名駅 歩51分",築31年,2階建,2階,3.7万円,2000円,3.7万円,-,2DK,40.9m,https://suumo.jp/chintai/jnc_000050334283/?bc=100111227469
スカイハイツ諏訪,茨城県日立市諏訪町３,"ＪＲ常磐線/常陸多賀駅 歩30分,ＪＲ常磐線/日立駅 歩64分,ＪＲ常磐線/大甕駅 歩89分",築32年,2階建,2階,3万円,-,3万円,-,1K,24.9m,https://suumo.jp/chintai/jnc_000055130672/?bc=100122322530
ＵＲ虹ヶ丘,神奈川県川崎市麻生区虹ケ丘２,"東急田園都市線/あざみ野駅 バス17分 (バス停)虹ヶ丘団地 歩1分,東急田園都市線/たまプラーザ駅 バス18分 (バス停)虹ヶ丘団地 歩1分,小田急線/新百合ヶ丘駅 バス17分 (バス停)虹ヶ丘営業所 歩1分",築44年,5階建,4階,8.05万円,2900円,16.1万円,-,2DK,49.29m,https://suumo.jp/chintai/jnc_000041740093/?bc=100184207348
ツイン一の橋二号館,東京都港区麻布十番４,"東京メトロ南北線/麻布十番駅 歩1分,都営大江戸線/麻布十番駅 歩1分,都営大江戸線/赤羽橋駅 歩11分",築61年,11階建,8階,16万円,8000円,16万円,16万円,1LDK,45.27m,https://suumo.jp/chintai/jnc_000055145275/?bc=100184240977
セラフィクERI B,茨城県つくば市春日４,つくばエクスプレス/つくば駅 歩38分,築26年,2階建,1階,3.8万円,-,3.8万円,-,1K,24.84m,https://suumo.jp/chintai/jnc_000054770867/?bc=100183804885
シティうばら,茨城県常総市蔵持,"関東鉄道常総線/南石下駅 歩37分,関東鉄道常総線/石下駅 歩35分,関東鉄道常総線/玉村駅 歩60分",築26年,2階建,1階,3.8万円,3000円,-,-,2DK,39.74m,https://suumo.jp/chintai/jnc_000016526332/?bc=100170470354
ＪＲ成田線 成田駅 2階建 築28年,千葉県富里市御料,"ＪＲ成田線/成田駅 バス25分 (バス停)双葉入口 歩11分,京成本線/京成成田駅 バス25分 (バス停)双葉入口 歩11分,ＪＲ成田線/成田空港駅 車22分(9.5km)",築28年,2階建,2階,3.8万円,-,7.6万円,-,2DK,36m,https://suumo.jp/chintai/jnc_000048975772/?bc=100183890196
ＪＲ信越本線 北高崎駅 2階建 築28年,群馬県高崎市北久保町,"ＪＲ信越本線/北高崎駅 歩36分,ＪＲ信越本線/群馬八幡駅 歩36分,ＪＲ高崎線/高崎駅 歩53分",築28年,2階建,2階,3.8万円,1000円,3.8万円,-,1LDK,39.74m,https://suumo.jp/chintai/jnc_000041033637/?bc=100183995364
真岡鉄道 真岡駅 2階建 築27年,栃木県真岡市高勢町１,"真岡鉄道/真岡駅 歩37分,真岡鉄道/真岡駅 バス6分 (バス停)高勢町入口 歩5分,真岡鉄道/寺内駅 歩43分",築27年,2階建,1階,3.8万円,1500円,-,-,1LDK,39.74m,https://suumo.jp/chintai/jnc_000055037779/?bc=100183780440
サンセール,群馬県太田市備前島町,"東武伊勢崎線/細谷駅 歩44分,東武伊勢崎線/木崎駅 歩50分,東武伊勢崎線/太田駅 歩84分",築19年,2階建,1階,3.8万円,2500円,3.8万円,-,2DK,44.39m,https://suumo.jp/chintai/jnc_000054895343/?bc=100105034416
サンハイム妻沼,埼玉県熊谷市妻沼東４,ＪＲ高崎線/熊谷駅 バス30分 (バス停)ハナミズキ通 歩8分,築26年,2階建,2階,3.9万円,2000円,-,-,2DK,40.04m,https://suumo.jp/chintai/jnc_000016753470/?bc=100183757416
STハイム,埼玉県川口市本前川３,"ＪＲ京浜東北線/蕨駅 歩36分,ＪＲ武蔵野線/東浦和駅 歩32分,埼玉高速鉄道/鳩ヶ谷駅 歩44分",築28年,2階建,1階,3.9万円,3000円,-,-,1K,15.7m,https://suumo.jp/chintai/jnc_000052276007/?bc=100183559198
